thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
80,0,80,down,1,0.5500196239736397,None,-3,80,0,80,0,141.04628570799832,,141.03671487499378,141.04628570799832,142.03406295800232,142.04001108300872,142.58634874998825,down,1,0.5500196239736397,None,-3,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
81,0,81,up,1,1.524804957996821,None,0,81,0,81,0,142.59631224998157,,142.58706133300439,142.59631224998157,143.58420370798558,143.59050870800274,145.11952025000937,up,1,1.524804957996821,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
82,0,82,down,1,0.9005434580030851,None,3,82,0,82,0,145.1297790829849,,145.12018354100292,145.1297790829849,146.11755299998913,146.12344483300694,147.02534658298828,down,1,0.9005434580030851,None,3,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
83,0,83,up,0,4.2694170830072835,None,2,83,0,83,0,147.03477991599357,,147.0260397499951,147.03477991599357,148.02525529099512,148.02525529099512,152.30372145798174,up,0,4.2694170830072835,None,2,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
84,0,84,down,1,1.188762375008082,None,-3,84,0,84,0,152.31676120799966,,152.30457387500792,152.31676120799966,153.30097920799744,153.306972958002,154.49194787500892,down,1,1.188762375008082,None,-3,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
85,0,85,up,1,0.8579242079867981,None,0,85,0,85,0,154.5177752499876,,154.49260762499762,154.5177752499876,155.49187800000072,155.50572416599607,156.35308270799578,up,1,0.8579242079867981,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
86,0,86,down,1,0.6196211240021512,None,-5,86,0,86,0,156.3638072909962,,156.3537168329931,156.3638072909962,157.35112208299688,157.35700962500414,157.97598054099944,down,1,0.6196211240021512,None,-5,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
87,0,87,down,1,0.5865637909737416,None,2,87,0,87,0,157.98667458299315,,157.9766350830032,157.98667458299315,158.97618279099697,158.9840823749837,159.57010929100215,down,1,0.5865637909737416,None,2,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
88,0,88,down,0,0.6699544989969581,None,0,88,0,88,0,159.58083279099083,,159.5707234159927,159.58083279099083,160.5676152500091,160.57316345800064,161.24196904100245,down,0,0.6699544989969581,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
89,0,89,down,1,0.633270623977296,None,4,89,0,89,0,161.2515531250101,,161.24249116599094,161.2515531250101,162.24148749999586,162.24148749999586,162.88734454099904,down,1,0.633270623977296,None,4,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
90,0,90,down,0,0.9992383740027435,None,0,90,0,90,0,162.8983739159885,,162.88803645799635,162.8983739159885,163.88457808300154,163.8905104160076,164.88735412500682,down,0,0.9992383740027435,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
91,0,91,up,1,1.1531057910178788,None,0,91,0,91,0,164.89735275000567,,164.8879538330075,164.89735275000567,165.88463779099402,165.89064850000432,167.0429941659968,up,1,1.1531057910178788,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
92,0,92,up,1,0.7853557080088649,None,0,92,0,92,0,167.05406120800762,,167.04360254100175,167.05406120800762,168.04232683300506,168.05113662499934,168.83704737498192,up,1,0.7853557080088649,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
93,0,93,up,1,0.7010137499892153,None,0,93,0,93,0,168.8515903329826,,168.83749537498807,168.8515903329826,169.83463433300494,169.84127616600017,170.54238574998453,up,1,0.7010137499892153,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
94,0,94,up,1,0.5879500410228502,None,0,94,0,94,0,170.55178779098787,,170.54288595798425,170.55178779098787,171.54289741598768,171.54289741598768,172.13751524998224,up,1,0.5879500410228502,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
95,0,95,up,0,0.49920529100927524,None,-2,95,0,95,0,172.15164100000402,,172.1381223750068,172.15164100000402,173.13467204099288,173.14099004099262,173.63751754100667,up,0,0.49920529100927524,None,-2,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
96,0,96,up,1,0.45088804099941626,None,0,96,0,96,0,173.64882916599163,,173.63818570799776,173.64882916599163,174.63494254098623,174.6409724999976,175.093294374994,up,1,0.45088804099941626,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
97,0,97,up,0,0.9179805409803521,None,3,97,0,97,0,175.10385704098735,,175.09395616600523,175.10385704098735,176.09175920800772,176.10147200000938,177.02004149998538,up,0,0.9179805409803521,None,3,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
98,0,98,up,1,0.5085964989848435,None,0,98,0,98,0,177.0300947499927,,177.02064633299597,177.0300947499927,178.0181266659929,178.02407650000532,178.5371321660059,up,1,0.5085964989848435,None,0,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
99,0,99,up,0,0.6268724569818005,None,4,99,0,99,0,178.54730395801016,,178.53779008300626,178.54730395801016,179.53493779100245,179.54083287500544,180.17099874999258,up,0,0.6268724569818005,None,4,vinni,001,2025-09-10_15h06.11.089,Orientation discrimination task exp,,2025.1.1,119.78827421683415,2025-09-10 15h06.19.015995 +0530,
